Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
Carol Vorderman's Sudoku,PlayStation,Puzzle,2006,Xplosiv,0.05,0.0,0.0,0.01,0.06,2000
Cars,Nintendo,Racing,2006,THQ,0.85,0.05,0.0,0.08,0.98,2000
Cars,Nintendo,Racing,2006,THQ,0.81,0.3,0.0,0.02,1.13,2000
Cars,Nintendo,Racing,2006,THQ,0.72,0.19,0.0,0.03,0.93,2000
Cars,PlayStation,Racing,2006,THQ,1.01,0.04,0.0,0.16,1.21,2000
Cars,PlayStation,Racing,2006,THQ,0.72,0.29,0.0,0.21,1.22,2000
Cars,Nintendo,Racing,2006,THQ,0.83,0.04,0.0,0.07,0.94,2000
Cars,Xbox,Racing,2006,THQ,0.22,0.02,0.0,0.02,0.25,2000
Cars,Xbox,Racing,2006,THQ,0.15,0.04,0.0,0.01,0.2,2000
Cars 2,Nintendo,Racing,2011,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,2010
Cars 2,Nintendo,Racing,2011,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32,2010
Cars 2,PlayStation,Racing,2011,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54,2010
Cars 2,PlayStation,Racing,2011,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,2010
Cars 2,Nintendo,Racing,2011,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95,2010
Cars 2,Xbox,Racing,2011,Disney Interactive Studios,0.28,0.17,0.0,0.05,0.5,2010
Cars Mater-National Championship,Nintendo,Racing,2007,THQ,0.46,0.0,0.0,0.04,0.49,2000
Cars Toon: Mater's Tall Tales,Nintendo,Misc,2010,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52,2010
Cars: Mater-National Championship,Nintendo,Racing,2007,THQ,0.63,0.01,0.0,0.05,0.68,2000
Cars: Mater-National Championship,PlayStation,Racing,2007,THQ,0.12,0.09,0.0,0.03,0.25,2000
Cars: Mater-National Championship,PlayStation,Racing,2007,THQ,0.37,0.01,0.0,0.03,0.41,2000
Cars: Mater-National Championship,Xbox,Racing,2007,THQ,0.13,0.0,0.0,0.01,0.15,2000
Cars: Race-O-Rama,Nintendo,Racing,2009,THQ,0.35,0.09,0.0,0.04,0.48,2000
Cars: Race-O-Rama,PlayStation,Racing,2009,THQ,0.27,0.03,0.0,0.17,0.47,2000
Cars: Race-O-Rama,PlayStation,Racing,2009,THQ,0.14,0.03,0.0,0.02,0.19,2000
Cars: Race-O-Rama,PlayStation,Racing,2009,THQ,0.29,0.07,0.0,0.06,0.41,2000
Cars: Race-O-Rama,Nintendo,Racing,2009,THQ,0.61,0.3,0.0,0.09,0.99,2000
Cars: Race-O-Rama,Xbox,Racing,2009,THQ,0.14,0.01,0.0,0.01,0.15,2000
Cart World Series,PlayStation,Racing,1997,Sony Computer Entertainment,0.17,0.11,0.0,0.02,0.3,1990
Cartoon Network Block Party,Nintendo,Misc,2004,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,2000
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Nintendo,Misc,2005,THQ,0.47,0.17,0.0,0.01,0.65,2000
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,Nintendo,Misc,2005,Unknown,0.23,0.08,0.0,0.01,0.32,2000
Cartoon Network Collection: Game Boy Advance Video Special Edition,Nintendo,Misc,2005,Unknown,0.11,0.04,0.0,0.0,0.15,2000
Cartoon Network Collection: Game Boy Advance Video Volume 1,Nintendo,Misc,2004,Unknown,0.18,0.07,0.0,0.0,0.25,2000
Cartoon Network Collection: Game Boy Advance Video Volume 2,Nintendo,Misc,2004,Unknown,0.06,0.02,0.0,0.0,0.08,2000
Cartoon Network Racing,Nintendo,Action,2006,Game Factory,0.04,0.0,0.0,0.0,0.05,2000
Cartoon Network: Punch Time Explosion,Nintendo,Fighting,2011,Deep Silver,0.07,0.02,0.0,0.01,0.1,2010
Cartoon Network: Punch Time Explosion XL,PlayStation,Fighting,2011,Crave Entertainment,0.06,0.0,0.0,0.0,0.07,2010
Cartoon Network: Punch Time Explosion XL,Nintendo,Fighting,2011,Crave Entertainment,0.07,0.01,0.0,0.01,0.09,2010
Cartoon Network: Punch Time Explosion XL,Xbox,Fighting,2011,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,2010
Carve,Xbox,Racing,2004,Global Star,0.04,0.01,0.0,0.0,0.05,2000
Case Closed: One Truth Prevails,Nintendo,Adventure,2007,Nobilis,0.0,0.0,0.01,0.0,0.01,2000
Casino Chaos With Las Vegas Players Collection,PC,Misc,2011,THQ,0.03,0.0,0.0,0.0,0.03,2010
Casper,Nintendo,Adventure,2002,Microids,0.01,0.0,0.0,0.0,0.01,2000
Casper,PlayStation,Adventure,1996,Interplay,0.46,0.31,0.0,0.05,0.83,1990
Casper's Scare School: Classroom Capers,Nintendo,Adventure,2008,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,2000
Casper's Scare School: Spooky Sports Day,Nintendo,Sports,2009,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,2000
Casper's Scare School: Spooky Sports Day,Nintendo,Sports,2009,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,2000
Casper: Friends Around the World,PlayStation,Action,2000,TDK Core,0.1,0.07,0.0,0.01,0.18,2000
Casper: Spirit Dimensions,Nintendo,Platform,2002,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,2000
Casper: Spirit Dimensions,PlayStation,Platform,2001,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,2000
Castle Shikigami 2,PlayStation,Shooter,2004,Play It,0.01,0.01,0.0,0.0,0.02,2000
Castle of Shikigami III,Nintendo,Shooter,2007,PQube,0.04,0.0,0.0,0.0,0.04,2000
Castlevania,Nintendo,Platform,1999,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,1990
Castlevania,Other,Platform,1986,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,1980
Castlevania Bloodlines,Other,Platform,1994,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,1990
Castlevania Chronicles,PlayStation,Platform,2001,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,2000
Castlevania Double Pack,Nintendo,Platform,2006,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,2000
Castlevania Dracula X,Nintendo,Platform,1995,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09,1990
Castlevania II: Simon's Quest,Other,Platform,1987,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93,1980
Castlevania III: Dracula's Curse,Other,Platform,1989,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,1980
Castlevania Judgment,Nintendo,Fighting,2008,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18,2000
Castlevania: Aria of Sorrow,Nintendo,Platform,2003,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,2000
Castlevania: Circle of the Moon,Nintendo,Platform,2001,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,2000
Castlevania: Curse of Darkness,PlayStation,Action,2005,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,2000
Castlevania: Curse of Darkness,Xbox,Action,2005,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,2000
Castlevania: Dawn of Sorrow,Nintendo,Platform,2005,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,2000
Castlevania: Harmony of Dissonance,Nintendo,Platform,2002,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,2000
Castlevania: Lament of Innocence,PlayStation,Action,2003,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,2000
Castlevania: Legacy of Darkness,Nintendo,Platform,1999,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13,1990
Castlevania: Lords of Shadow,PlayStation,Action,2010,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,2010
Castlevania: Lords of Shadow,Xbox,Action,2010,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67,2010
Castlevania: Lords of Shadow - Mirror of Fate,Nintendo,Action,2013,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,2010
Castlevania: Lords of Shadow - Reverie,PlayStation,Action,2011,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04,2010
Castlevania: Lords of Shadow - Reverie,Xbox,Action,2011,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,2010
Castlevania: Lords of Shadow 2,PC,Action,2014,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,2010
Castlevania: Lords of Shadow 2,PlayStation,Action,2014,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,2010
Castlevania: Lords of Shadow 2,Xbox,Action,2014,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,2010
Castlevania: Order of Ecclesia,Nintendo,Platform,2008,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,2000
Castlevania: Portrait of Ruin,Nintendo,Platform,2006,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,2000
Castlevania: Symphony of the Night,PlayStation,Platform,1997,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,1990
Castlevania: The Dracula X Chronicles,PlayStation,Platform,2007,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,2000
Castrol Honda Superbike Racing,PlayStation,Racing,1998,THQ,0.07,0.05,0.0,0.01,0.13,1990
Casual Mania!,Nintendo,Puzzle,2010,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,2010
Catan,Nintendo,Strategy,2009,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,2000
Cate West: The Vanishing Files,Nintendo,Adventure,2008,Oxygen Interactive,0.08,0.01,0.0,0.01,0.1,2000
Cate West: The Vanishing Files,Nintendo,Adventure,2009,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,2000
Catherine,PlayStation,Adventure,2011,Deep Silver,0.3,0.15,0.2,0.07,0.72,2010
Catherine,Xbox,Adventure,2011,Deep Silver,0.2,0.06,0.03,0.02,0.32,2010
Cats & Dogs: The Revenge of Kitty Galore,Nintendo,Action,2010,505 Games,0.1,0.0,0.0,0.01,0.11,2010
Catwoman,Nintendo,Action,2004,Electronic Arts,0.03,0.01,0.0,0.0,0.04,2000
Catwoman,Nintendo,Action,2004,Electronic Arts,0.05,0.01,0.0,0.0,0.07,2000
Catwoman,PlayStation,Action,2004,Electronic Arts,0.08,0.06,0.0,0.02,0.17,2000
Catwoman,Xbox,Action,2004,Electronic Arts,0.04,0.01,0.0,0.0,0.06,2000
Catz,Nintendo,Simulation,2006,Ubisoft,0.49,0.02,0.0,0.04,0.56,2000
Catz,Nintendo,Simulation,2005,Ubisoft,0.18,0.06,0.0,0.0,0.24,2000
Cave Story 3D,Nintendo,Platform,2011,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,2010
Cel Damage,Nintendo,Racing,2002,Electronic Arts,0.05,0.01,0.0,0.0,0.06,2000
Cel Damage,Xbox,Racing,2001,Electronic Arts,0.09,0.03,0.0,0.0,0.12,2000
Celebrity Sports Showdown,Nintendo,Sports,2008,Electronic Arts,0.18,0.22,0.0,0.05,0.45,2000
Center Ring Boxing,Other,Fighting,1994,JVC,0.0,0.0,0.12,0.0,0.12,1990
Centipede,Other,Shooter,1981,Atari,1.26,0.08,0.0,0.01,1.36,1980
Centipede,PlayStation,Shooter,1998,Atari,0.36,0.25,0.0,0.04,0.65,1990
Centipede / Breakout / Warlords,Nintendo,Misc,2005,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,2000
Centipede: Infestation,Nintendo,Shooter,2011,Atari,0.04,0.0,0.0,0.0,0.05,2010
Centipede: Infestation,Nintendo,Shooter,2011,Atari,0.06,0.0,0.0,0.0,0.06,2010
Cesar Millan's Dog Whisperer,Nintendo,Simulation,2008,Ubisoft,0.04,0.0,0.0,0.0,0.05,2000
Ceville,PC,Action,2009,Kalypso Media,0.0,0.02,0.0,0.0,0.02,2000
Challenge Me: Brain Puzzles,Nintendo,Puzzle,2009,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,2000
Challenge Me: Brain Puzzles 2,Nintendo,Puzzle,2010,O-Games,0.05,0.04,0.0,0.01,0.09,2010
Challenge Me: Brain Puzzles 2,Nintendo,Puzzle,2010,O-Games,0.0,0.06,0.0,0.01,0.07,2010
Challenge Me: Maths Workout,Nintendo,Puzzle,2009,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,2000
Challenge Me: Word Puzzles,Nintendo,Puzzle,2011,O-Games,0.03,0.0,0.0,0.0,0.04,2010
Chameleon,PlayStation,Puzzle,2006,505 Games,0.07,0.0,0.0,0.01,0.08,2000
Chameleon Twist,Nintendo,Platform,1997,Sunsoft,0.09,0.02,0.0,0.0,0.11,1990
Chameleon Twist 2,Nintendo,Platform,1998,Infogrames,0.04,0.01,0.0,0.0,0.05,1990
Chameleon: To Dye For!,Nintendo,Puzzle,2006,505 Games,0.01,0.0,0.0,0.0,0.01,2000
Champion Jockey: G1 Jockey & Gallop Racer,PlayStation,Sports,2011,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,2010
Champion Jockey: G1 Jockey & Gallop Racer,Nintendo,Sports,2011,Tecmo Koei,0.05,0.04,0.01,0.01,0.11,2010
Champion Jockey: G1 Jockey & Gallop Racer,Xbox,Sports,2011,Tecmo Koei,0.0,0.05,0.0,0.01,0.06,2010
Champions of Norrath,PlayStation,Role-Playing,2004,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,2000
Champions: Return to Arms,PlayStation,Role-Playing,2005,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,2000
Championship Bass,PlayStation,Sports,1999,Electronic Arts,0.18,0.12,0.0,0.02,0.32,1990
Championship Foosball,Nintendo,Sports,2008,505 Games,0.09,0.0,0.0,0.01,0.09,2000
Championship Manager 03/04,PC,Sports,2003,Eidos Interactive,0.0,1.15,0.0,0.11,1.26,2000
Championship Manager 2010,PC,Sports,2009,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,2000
Championship Manager 3,PC,Sports,2003,Eidos Interactive,0.0,0.93,0.0,0.08,1.01,2000
Championship Manager 99/00,PC,Sports,1999,Eidos Interactive,0.0,0.98,0.0,0.09,1.07,1990
Championship Manager Season 01/02,PC,Sports,2001,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,2000
Championship Motocross 2001 featuring Ricky Carmichael,PlayStation,Racing,2001,THQ,0.08,0.05,0.0,0.01,0.14,2000
Championship Motocross featuring Ricky Carmichael,PlayStation,Racing,1998,THQ,0.32,0.22,0.0,0.04,0.58,1990
Championship Pony,Nintendo,Simulation,2008,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1,2000
Championship Surfer,PlayStation,Sports,2000,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,2000
Chaos Legion,PlayStation,Action,2003,Capcom,0.15,0.12,0.0,0.04,0.3,2000
Chaos Rings III,PlayStation,Role-Playing,2014,Square Enix,0.0,0.0,0.06,0.0,0.06,2010
Chaos Wars,PlayStation,Strategy,2006,Idea Factory,0.0,0.0,0.04,0.0,0.04,2000
Chaos;Child,PlayStation,Adventure,2015,5pb,0.0,0.0,0.01,0.0,0.01,2010
Chaos;Child,PlayStation,Adventure,2015,5pb,0.0,0.0,0.01,0.0,0.01,2010
Chaos;Child,PlayStation,Adventure,2015,5pb,0.0,0.0,0.05,0.0,0.05,2010
Chaos;Head - Love Chu*Chu!,PlayStation,Adventure,2011,5pb,0.0,0.0,0.04,0.0,0.04,2010
Chaos;Head - Love Chu*Chu!,Xbox,Adventure,2010,5pb,0.0,0.0,0.03,0.0,0.03,2010
Chaos;Head Noah,PlayStation,Adventure,2010,5pb,0.0,0.0,0.02,0.0,0.02,2010
Chaos;Head Noah,PlayStation,Adventure,2014,5pb,0.0,0.0,0.01,0.0,0.01,2010
Chaos;Head Noah,Xbox,Adventure,2009,5pb,0.0,0.0,0.04,0.0,0.04,2000
Chaotic: Shadow Warriors,Nintendo,Action,2009,Activision,0.17,0.0,0.0,0.01,0.18,2000
Chaotic: Shadow Warriors,PlayStation,Action,2009,Activision,0.15,0.0,0.0,0.01,0.16,2000
Chaotic: Shadow Warriors,Nintendo,Action,2009,Activision,0.18,0.0,0.0,0.01,0.19,2000
Chaotic: Shadow Warriors,Xbox,Action,2009,Activision,0.14,0.0,0.0,0.01,0.15,2000
Charlie Blasts Territory,Nintendo,Action,1999,Kemco,0.02,0.01,0.0,0.0,0.03,1990
Charlie and the Chocolate Factory,Nintendo,Adventure,2005,Global Star,0.22,0.08,0.0,0.01,0.3,2000
Charlie and the Chocolate Factory,Nintendo,Adventure,2005,Global Star,0.14,0.04,0.0,0.0,0.18,2000
Charlie and the Chocolate Factory,PlayStation,Adventure,2005,Global Star,0.17,0.13,0.0,0.04,0.35,2000
Charlie and the Chocolate Factory,Xbox,Adventure,2005,Global Star,0.08,0.02,0.0,0.0,0.11,2000
Charlie's Angels,Nintendo,Action,2003,Ubisoft,0.01,0.0,0.0,0.0,0.02,2000
Charlotte's Web,Nintendo,Action,2006,Sega,0.08,0.0,0.0,0.01,0.09,2000
Charm Girls Club: My Perfect Prom,Nintendo,Simulation,2009,Electronic Arts,0.11,0.0,0.0,0.01,0.12,2000
Charm Girls Club: Pajama Party,Nintendo,Misc,2009,Electronic Arts,0.14,0.0,0.0,0.01,0.15,2000
Chase: Hollywood Stunt Driver,Xbox,Racing,2002,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,2000
Checkers,Other,Misc,1980,Atari,0.22,0.01,0.0,0.0,0.24,1980
Cheer We Go!,Nintendo,Misc,2010,Natsume,0.04,0.0,0.0,0.0,0.04,2010
Chess,PlayStation,Strategy,2001,Success,0.05,0.04,0.0,0.01,0.09,2000
Chessmaster,Nintendo,Misc,2002,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
Chessmaster,PlayStation,Misc,2003,Ubisoft,0.19,0.15,0.0,0.05,0.39,2000
Chessmaster,Xbox,Misc,2004,Ubisoft,0.1,0.03,0.0,0.0,0.13,2000
Chessmaster II,PlayStation,Strategy,1998,Mindscape,0.08,0.06,0.0,0.01,0.15,1990
Chessmaster: The Art of Learning,Nintendo,Misc,2007,Ubisoft,0.12,0.03,0.0,0.01,0.16,2000
Chessmaster: The Art of Learning,PlayStation,Misc,2008,Ubisoft,0.11,0.0,0.0,0.01,0.12,2000
Chevrolet Camaro: Wild Ride,Nintendo,Racing,2010,Storm City Games,0.02,0.0,0.0,0.0,0.02,2010
Chevrolet Camaro: Wild Ride,Nintendo,Racing,2010,Storm City Games,0.06,0.0,0.0,0.0,0.06,2010
Chibi Maruko-Chan DS: Maru-Chan no Machi,Nintendo,Puzzle,2009,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,Nintendo,Misc,1991,Epoch,0.0,0.0,0.08,0.0,0.08,1990
Chibi-Robo! Park Patrol,Nintendo,Adventure,2007,Unknown,0.0,0.0,0.19,0.0,0.19,2000
Chibi-Robo! Plug into Adventure!,Nintendo,Adventure,2005,Nintendo,0.23,0.06,0.09,0.01,0.39,2000
Chibi-Robo! Zip Lash,Nintendo,Platform,2015,Nintendo,0.09,0.08,0.06,0.02,0.24,2010
Chicago Enforcer,Xbox,Shooter,2005,Kemco,0.02,0.0,0.0,0.0,0.02,2000
Chicken Blaster,Nintendo,Shooter,2009,Zushi Games,0.04,0.0,0.0,0.0,0.04,2000
Chicken Blaster,Nintendo,Shooter,2009,Zushi Games,0.31,0.0,0.0,0.02,0.33,2000
Chicken Hunter,Nintendo,Shooter,2007,Phoenix Games,0.02,0.0,0.0,0.0,0.02,2000
Chicken Riot,Nintendo,Action,2010,City Interactive,0.15,0.16,0.0,0.03,0.34,2010
Chicken Run,PlayStation,Adventure,2000,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,2000
Chicken Shoot,Nintendo,Action,2007,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,2000
Chicken Shoot,Nintendo,Action,2005,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,2000
Chicken Shoot,Nintendo,Action,2007,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36,2000
Chicken Shoot 2,Nintendo,Adventure,2005,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,2000
Child of Eden,PlayStation,Shooter,2011,Ubisoft,0.09,0.1,0.0,0.04,0.23,2010
Child of Eden,Xbox,Shooter,2011,Ubisoft,0.28,0.12,0.0,0.04,0.44,2010
Child of Light,PlayStation,Role-Playing,2014,Ubisoft,0.0,0.01,0.04,0.0,0.05,2010
Child of Light,PlayStation,Role-Playing,2014,Ubisoft,0.0,0.07,0.02,0.02,0.11,2010
Children of Mana,Nintendo,Role-Playing,2006,Nintendo,0.16,0.01,0.29,0.02,0.48,2000
Chili Con Carnage,PlayStation,Shooter,2007,Eidos Interactive,0.0,0.02,0.0,0.01,0.02,2000
Chocobo Racing,PlayStation,Racing,1999,SquareSoft,0.07,0.05,0.3,0.03,0.44,1990
Chocobo no Fushigi Dungeon,PlayStation,Role-Playing,1997,SquareSoft,0.0,0.0,1.14,0.08,1.22,1990
Chocobo no Fushigi Dungeon for WonderSwan,Other,Role-Playing,1999,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,1990
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,Nintendo,Role-Playing,2008,Square Enix,0.0,0.0,0.05,0.0,0.05,2000
Chocobo's Dungeon 2,PlayStation,Role-Playing,1998,SquareSoft,0.04,0.03,0.58,0.05,0.7,1990
Chocolatier,Nintendo,Misc,2010,Zoo Games,0.06,0.0,0.0,0.0,0.07,2010
Chokkan! Asonde Relaxuma,Nintendo,Action,2008,Rocket Company,0.0,0.0,0.01,0.0,0.01,2000
Chopper Attack,Nintendo,Action,1997,GT Interactive,0.09,0.02,0.0,0.0,0.11,1990
Chopper Command,Other,Shooter,1982,Activision,0.47,0.03,0.0,0.01,0.5,1980
Choro Q,PlayStation,Racing,2003,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02,2000
Choro Q 64 2: Hacha Mecha Grand Prix Race,Nintendo,Racing,1999,Takara,0.0,0.0,0.05,0.0,0.05,1990
Choro Q Marine: Q Boat,PlayStation,Racing,1998,Takara,0.0,0.0,0.05,0.0,0.06,1990
Choro Q2,PlayStation,Racing,1997,Takara,0.0,0.0,0.23,0.02,0.25,1990
Choro Q3,PlayStation,Racing,1998,Takara,0.0,0.0,0.24,0.02,0.26,1990
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PlayStation,Action,2016,dramatic create,0.0,0.0,0.01,0.0,0.01,2010
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,Nintendo,Action,2009,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,Nintendo,Action,2008,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,2000
Chou Jigen Game Neptune Mk-II,PlayStation,Role-Playing,2011,Compile Heart,0.0,0.0,0.09,0.0,0.09,2010
Chou!! Super Nep League DS,Nintendo,Sports,2008,Jaleco,0.0,0.0,0.02,0.0,0.02,2000
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Nintendo,Sports,1996,Imagineer,0.0,0.0,0.19,0.0,0.19,1990
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),Nintendo,Sports,1996,Imagineer,0.0,0.0,0.22,0.0,0.22,1990
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Other,Shooter,1997,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,1990
Choujikuu Yousai Macross: Do You Remember Love,PlayStation,Shooter,2012,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,2010
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Nintendo,Role-Playing,2013,Square Enix,0.0,0.0,0.05,0.0,0.05,2010
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Nintendo,Action,2012,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010
Chromehounds,Xbox,Simulation,2006,Sega,0.24,0.0,0.01,0.02,0.28,2000
Chronicles of Mystery: Curse of the Ancient Temple,Nintendo,Adventure,2009,City Interactive,0.07,0.11,0.0,0.02,0.2,2000
Chronicles of Mystery: The Secret Tree of Life,Nintendo,Adventure,2011,City Interactive,0.03,0.04,0.0,0.01,0.08,2010
Chronicles of the Sword,PlayStation,Adventure,1996,Psygnosis,0.03,0.02,0.0,0.0,0.05,1990
Chrono Cross,PlayStation,Role-Playing,1999,SquareSoft,0.62,0.42,0.69,0.12,1.86,1990
Chrono Trigger,Nintendo,Role-Playing,2008,Square Enix,0.69,0.2,0.49,0.09,1.47,2000
Chrono Trigger,Nintendo,Role-Playing,1995,SquareSoft,0.28,0.0,2.02,0.01,2.31,1990
Chrysler Classic Racing,Nintendo,Racing,2008,Zoo Games,0.02,0.0,0.0,0.0,0.02,2000
Chrysler Classic Racing,Nintendo,Racing,2008,Zoo Games,0.06,0.0,0.0,0.0,0.06,2000
ChuChu Rocket!,Nintendo,Strategy,2001,Atari,0.06,0.02,0.0,0.0,0.09,2000
Chuck E. Cheese's Game Room,Nintendo,Misc,2010,UFO Interactive,0.12,0.0,0.0,0.01,0.13,2010
Chuck E. Cheese's Party Games,Nintendo,Misc,2010,UFO Interactive,0.17,0.0,0.0,0.01,0.18,2010
Chuck E. Cheese's Party Games,Nintendo,Misc,2010,UFO Interactive,0.16,0.0,0.0,0.01,0.17,2010
Chuck E. Cheese's Playhouse,Nintendo,Misc,2010,UFO Interactive,0.06,0.0,0.0,0.0,0.06,2010
Chuck E. Cheese's Sports Games,Nintendo,Sports,2011,UFO Interactive,0.02,0.0,0.0,0.0,0.02,2010
Chuck E. Cheese's Super Collection,Nintendo,Action,2011,UFO Interactive,0.02,0.0,0.0,0.0,0.02,2010
Chuugaku Eitango Target 1800 DS,Nintendo,Misc,2006,IE Institute,0.0,0.0,0.07,0.0,0.07,2000
Chuugen no Hasha: Sangoku Shouseiden,PlayStation,Strategy,2006,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2000
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,Nintendo,Role-Playing,2008,Square Enix,0.0,0.0,0.06,0.0,0.06,2000
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PlayStation,Adventure,2012,Gust,0.0,0.0,0.1,0.0,0.1,2010
Circuit Breakers,PlayStation,Racing,1998,Mindscape,0.04,0.03,0.0,0.0,0.07,1990
Circus Maximus: Chariot Wars,Xbox,Racing,2002,THQ,0.05,0.02,0.0,0.0,0.07,2000
Cities XL 2011,PC,Simulation,2010,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,2010
Cities XL 2012,PC,Strategy,2011,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,2010
Cities in Motion,PC,Simulation,2011,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,2010
Cities in Motion Collection,PC,Simulation,2011,Unknown,0.0,0.02,0.0,0.0,0.02,2010
Cities: Skylines,PC,Simulation,2015,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,2010
Cities: Skylines Snowfall,PC,Simulation,2016,Paradox Development,0.0,0.01,0.0,0.0,0.01,2010
City Builder,Nintendo,Misc,2010,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,2010
City Crisis,PlayStation,Simulation,2001,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,2000
